Peak, Elev-M , Prom-M ,Country,State/Prov,County,Range,Url
Papuk,952.2,595.6,Croatia,Požega-Slavonia/Virovitica-Podravina,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=54959
Glavica,941.4,328.7,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92576
Grmada,939.8,255.8,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135337
Crna kosa,933.1,287.8,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193070
Urljaj,921.7,288.4,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46720
Šapašnik,919.3,292,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92606
Velika Orljača,908.4,258,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184879
Lovnik,901.7,377.3,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92557
Kovnica,901.1,260,Slovenia/Croatia,Primorsko-notranjska/Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46738
Tmor,898.8,403,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92581
Japetić,867.4,298.9,Croatia,Zagrebačka,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89239
Crni vrh,864.3,350.6,Croatia,Bjelovar-Bilogora,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89579
Kula,862.7,574,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=71422
Hum,861.6,450.1,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92560
Risovac,859.8,272.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135352
Čučevo,856.4,333.1,Croatia,Požega-Slavonia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92552
Sidoč,848.3,366.3,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92577
Sušec,846.4,510.4,Croatia,Krapina-Zagorje,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89266
Movran,837.4,364.2,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92605
Sisol,833.3,270,Croatia,Istria/Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=95537
Veliki vrh,794.1,288.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46725
Vidova gora,779.7,779.7,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49702
Veli vrj,779.2,371.9,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92604
Plešivica,778.1,263.1,Croatia,Zagrebačka,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92530
Duštica,764.3,252,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184806
Lisac,760.8,261.4,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185023
Visočica,750.4,277.3,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184878
Ostrovica,747.5,265,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=137982
Međijak,739.8,265.9,Croatia,Šibenik-Knin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135105
Crni vrh,738,342.6,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92603
Veliki vrh,734.5,294.7,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46728
Babina gomila,734.2,596.1,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=71421
Maceljska gora,717.8,299.5,Slovenia/Croatia,Podravska/Krapina-Zagorje,,Eastern Alps,https://www.peakbagger.com/peak.aspx?pid=92951
Rota,711.8,361.8,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92585
Labinštica,700.5,302.2,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46718
Ravna gora,694.9,373.5,Croatia,Varaždin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92554
Supine,693.2,329,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92584
Ham,678.5,285.3,Croatia,Krapina-Zagorje/Varaždin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=94859
Jurišinka,673.2,414.5,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92602
Trapošnik,666.6,284.2,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184864
Volunac,658.9,298,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46714
Veliki prosjek,656.9,256.1,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185378
Gorice,647.4,647.4,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49698
Vranilac,642.7,405.8,Croatia,Koprivničko-Križevačka,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=54557
Čarović,632.3,467.7,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92591
Viter,628.3,290.7,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46715
Sveti Nikola,628.2,628.2,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=70369
Kapavac,617.8,324.1,Croatia,Brod-Posavina/Požega-Slavonia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89578
Piramida,615.7,309,Croatia,Sisak-Moslavina,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89577
Mala Rujnica,596.3,270,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184668
Zahod,593.6,278.3,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135239
Televrina,587.2,587.2,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=71413
Hum,586.6,586.6,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89595
Brezovica,580.9,295.2,Croatia,Krapina-Zagorje,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=94860
Klupca,569,569,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89594
Obzova,568.5,568.5,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89593
Daska,561.7,359,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92580
Ilijin vrh,560.5,359.4,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92583
Goli,538,452.8,Croatia,Istria,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=96149
Vodenica,536.5,345.3,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92595
Veliki Petrovac,514.3,305.8,Croatia,Sisak-Moslavina,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92594
Veliki grad,512.1,512.1,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89592
Japica,510.2,278.6,Croatia,Krapina-Zagorje,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=94861
Kom,508.2,286.8,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=105874
Veliki Šubir,502.6,299.1,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46716
Ilijino brdo,493.5,289.2,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184687
Pozla gora,488.7,340.1,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193868
Humka,488.4,348.8,Croatia,Sisak-Moslavina,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92553
Helm,482.3,310.9,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89588
Goljak,481.4,268.9,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=94858
Gomila,479.7,255.9,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184639
Velji vrh,472.8,258.8,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184529
Studeno,464.8,259.4,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184812
Degman,460.8,253.6,Croatia,Brod-Posavina,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193864
Plavač,417.8,262.3,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184664
Hum,416.6,416.6,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193870
Kamenjak,407.8,407.8,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=88017
Vepar,397.8,254.2,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184691
Blatska gora,388.1,294.3,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=96493
Golovrh,377.7,273.7,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184657
Šikovac,357.2,357.2,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193869
Sveti Vid,347.4,347.4,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89604
Kula,344.8,276.3,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184709
Vela Straža,336.4,336.4,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89591
Velja,330.4,263.1,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=114507
Kosa,312,312,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92592
Šćah,285.8,285.8,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=96494
Veljara,282,253.9,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=114522
Veliki Bokolj,272.2,272.2,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=100206
Veliki Rajinac,1666.5,196.9,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192571
Sveti Ilija,1641.7,217.5,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185005
Badanj,1637.4,224.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192511
Višerujna,1631.9,238.5,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192510
Zečjak,1629.8,219.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=128923
Veliki Kozjak,1628.5,218,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=131116
Šatorina,1622.3,192.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=133536
Rudi Lisac,1607.9,199.9,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193393
Čelavak,1600.5,224.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192505
Debeljak,1503.3,217.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46724
Gornji Medvejci,1480.6,200.7,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=134232
Trušeljev vrh,1444.5,249,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192628
Golić,1423.8,197,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192502
Veliki Stolac,1406,220.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=134251
Obruč,1376.2,237.6,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=144464
Kuk od Karline plane,1334.6,221.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=54913
Lisac,1334.2,197,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193313
Rusovo,1331.4,196.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192603
Panos,1328.8,239.7,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185359
Sveti Jure,1319.3,245.8,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=163812
Veliki Sadikovac,1286,244.8,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135355
Ričičko bilo,1285.8,243.7,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=144753
Maj vrh,1267.6,234.8,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193857
Tovarnica,1265.9,245.7,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184995
Smolnik,1221,234.4,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193856
Crna gora,1197,214.2,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193840
Crni vrh,1196.5,203.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135330
Mila,1186.2,224.2,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193314
Lisina,1178.1,230.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193852
Komača,1177.4,227.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193851
Debela kosa,1173.5,242.5,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193862
Goloura,1165.9,231.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193853
Debeli vrh,1145.6,242.4,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=154758
Veliki Lisac,1142.3,237.9,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193858
Crni vrh,1131.6,239.5,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193859
Visoki vrh,1123.8,223.3,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193848
Mala Kapela,1119.5,195.3,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193819
Bojin Kuk,1117.9,234,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135268
Šijanova kosa,1114.9,208.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193835
Razdolje,1112.8,222.4,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193847
Crni vrh,1109,222.4,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=134402
Tuhobić,1106.6,226.7,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135362
Kunica,1100.6,190.1,Croatia,Šibenik-Knin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185148
Miškovo bilo,1097.5,198.2,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193825
Veliki kik,1084.4,226,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193850
Crni vrh,1071.8,218.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193846
Lisac,1069.2,191,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193810
Mocvil,1060.8,199.1,Croatia,Istria,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193826
Veliki vrh,1057.7,224.3,Croatia,Zadar/Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193424
Skradski vrh,1043.3,192.6,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=128482
Veliki Tomac,1040,218,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193845
Vršina,1004,192.4,Croatia,Šibenik-Knin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135104
Kupjački vrh,997.7,212.5,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193839
Goliš,994.8,215,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184805
Veliki Kozarac,993.6,215.3,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193841
Jelovi vrh,985,224.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193849
Debela lipa,984.1,217.4,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193843
Kuk,974.8,212.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193838
Visoka glavica,970.5,191.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193811
Opčuv,969.6,212.1,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193837
Rebićka gradina,959.4,192.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193813
Oštri vrh,958.7,192.1,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193812
Samogred,958.6,231.4,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193854
Debelo brdo,938.7,192.3,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193814
Planina,938.2,196.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193822
Samar,933.5,194.5,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193816
Maglaj,925.3,241.6,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184877
Veliki vrh,909.8,239.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193080
Jasenov vrh,905.8,194.7,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193817
Debeto brdo,901.7,198,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185338
Oštri Medvjeđak,888.6,243.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=111926
Točak,886.9,191,Croatia,Požega-Slavonia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=122435
Veliki Vilinjak,886.3,216,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185002
Okrugljak,885.3,243.7,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=111925
Litorić,879.2,205.8,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193831
Velika Karauševica,876.9,196,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193068
Piljevača,868.5,225.7,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185009
Kopanj,866.1,214,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193133
Zir,849,246,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=111924
Kamenjak,836.1,246.9,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135363
Veliki Pištenik,822,239.8,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193860
Debeljača,819.3,196.4,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193823
Stražbenica,796.7,241.2,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193861
Oštra,795.5,232.5,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=134253
Zečak,795,193.8,Croatia,Zagrebačka,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=125202
Plaška glava,794.8,215.8,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193842
Kozji rat,787.2,211.7,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184875
Šutića vrh,786.8,205,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193074
Sveti Ilija,772.1,216.9,Croatia,Dubrovnik-Neretva/Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184649
Veliki Sinjal,769.8,229.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193112
Runjevac,749,205.6,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185024
Treskavac,734,214,Bosnia and Herzegovina/Croatia,Federation of Bosnia and Herzegovina/Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184775
Žića,726.2,223.1,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184807
Primorac,704.6,190.9,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193809
Ljubelj,703.4,198.2,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=140573
Stražišće,701.2,211,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=114517
Makirina,699.7,190.1,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184866
Velika glavica,683.5,217.9,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184637
Kita,675.8,242.7,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185030
Utrk,626.7,194.4,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184696
Ostrunov vrh,625.7,201,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193827
Veliki Trtor,621.4,195.7,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193820
Oštra glavica,616,239,Croatia/Bosnia and Herzegovina,Dubrovnik-Neretva/Federation of Bosnia and Herzegovina,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184803
Maksimov Hrast,615.3,205.7,Croatia,Požega-Slavonia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135257
Ćučin,614.2,236.3,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=184532
Radošić,604.7,195.9,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193821
Veliki Lubenjak,589.7,222.9,Croatia,Krapina-Zagorje,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=154321
Gornji Pokojec,577.5,194.1,Croatia,Krapina-Zagorje,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193815
Cager,577,233.8,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193855
Križna bukva,576.3,217.9,Croatia,Zagrebačka,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193844
Brezova gora,567.4,246,Slovenia/Croatia,Podravska/Varaždin,,Eastern Alps,https://www.peakbagger.com/peak.aspx?pid=92950
